,trail_id,name,area_name,city_name,state_name,country_name,_geoloc,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,features,activities,units
10,10265252,McKinley Bar Trail,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.45799, 'lng': -150.85}",5.6536,4.60097203231821,971.0473848,1,out and back,2.0,4.0,17,"['dogs-no', 'lake', 'kids', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
11,10333556,Tiaga Loop and Horseshoe Lake Trail to Beaver Dam,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.73128, 'lng': -148.9171}",4.6043,3.000633934120572,521.0254248000001,3,loop,2.0,4.5,15,"['dogs-no', 'forest', 'lake', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
12,10265251,Blueberry Hill Trail,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.49541, 'lng': -150.88137}",4.1956,0.9001901802361715,154.0075152,3,out and back,2.0,4.5,6,"['dogs-no', 'lake', 'views', 'wildlife']",['hiking'],i
13,10393562,Stampede Trail to Sushana River,Denali National Park,Healy,AK,United States,"{'lat': 63.88374, 'lng': -149.26764}",3.958,38.20807209446861,4242.207009600001,5,out and back,1.0,4.5,3,"['historic-site', 'river', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",i
14,10262541,Bartlett Cove Forest Loop Trail,Glacier Bay National Park,Gustavus,AK,United States,"{'lat': 58.45462, 'lng': -135.88312}",3.8939,1.1002324425108763,111.0054168,1,loop,2.0,4.5,14,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'sea-kayaking']",i
15,10358126,Camp Ridge Trail,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.52451, 'lng': -150.96072}",3.6654,4.2008875077688,1768.0862784,5,out and back,1.0,5.0,8,"['dogs-no', 'forest', 'views', 'wildlife']","['hiking', 'trail-running']",i
16,10236078,Jonesville Trail,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.73334, 'lng': -148.89618}",3.4891,0.9001901802361715,173.0084424,1,out and back,1.0,4.0,11,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
17,10343441,Roadside Trail,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.73034, 'lng': -148.91945}",3.3846,3.4007184586699815,705.034404,1,out and back,2.0,4.0,13,"['forest', 'kids', 'wildlife']","['hiking', 'trail-running']",i
18,10023165,Quigley Ridge Trail,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.52444, 'lng': -150.96015}",3.304,9.101922933499068,2398.1170224,3,out and back,,4.5,5,"['dogs-no', 'views']","['hiking', 'trail-running', 'canoeing']",i
19,10333569,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.80495, 'lng': -148.95416}",2.7746,9.802070851460535,4547.2218936,5,point to point,2.0,5.0,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",i
20,10347459,Brooks Falls,Katmai National Park,King Salmon,AK,United States,"{'lat': 58.55986, 'lng': -155.77752}",2.4937,2.9006128029832197,209.01019920000002,1,out and back,2.0,4.5,4,"['forest', 'river', 'views', 'waterfall', 'wildlife']","['hiking', 'walking']",i
21,10302108,Bartlett River Trail,Glacier Bay National Park,Gustavus,AK,United States,"{'lat': 58.4543, 'lng': -135.86902}",2.33,6.901458048477315,875.0427,1,out and back,1.0,3.0,7,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",i
22,10333558,McKinley Station and Morino Loop Trail,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.7315, 'lng': -148.91785}",2.0877,0.9001901802361715,111.0054168,3,loop,2.0,3.0,4,"['dogs-no', 'views', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",i
23,10513937,Dumpling Mountain,Katmai National Park,Kodiak,AK,United States,"{'lat': 58.55626, 'lng': -155.77832}",2.0328,3.000633934120572,741.0361608000001,3,out and back,1.0,4.0,5,"['forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",i
24,10333557,Spruce Tree Trail,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.73136, 'lng': -148.91762}",1.8986,0.40008452454940957,78.0038064,1,loop,2.0,3.0,6,"['kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
25,10302122,Bartlet Lake Trail,Glacier Bay National Park,Gustavus,AK,United States,"{'lat': 58.46205, 'lng': -135.77323}",1.86,5.901246737103791,465.022692,1,out and back,1.0,3.5,4,"['dogs-no', 'forest', 'lake']","['hiking', 'mountain-biking', 'nature-trips', 'walking']",i
26,10265266,Eldorado Creek Trail,Denali National Park,Denali National Park,AK,United States,"{'lat': 63.52668, 'lng': -150.96891}",1.803,8.501796146674954,1305.0636840000002,3,out and back,2.0,0.0,0,['dogs-leash'],"['backpacking', 'hiking']",i
27,10302112,Tlingit Trail,Glacier Bay National Park,Gustavus,AK,United States,"{'lat': 58.45442, 'lng': -135.88565}",1.3701,1.1002324425108763,65.003172,1,out and back,1.0,3.5,4,"['ada', 'beach', 'forest', 'lake', 'views']","['hiking', 'nature-trips', 'walking']",i
28,10302114,Point Gustavus,Glacier Bay National Park,Gustavus,AK,United States,"{'lat': 58.45379, 'lng': -135.88686}",1.3415,12.50264139216905,387.01888560000003,3,out and back,1.0,4.0,2,"['beach', 'dogs-no']","['hiking', 'nature-trips', 'walking']",i
29,10187810,Bright Angel Trail to Bright Angel Campground and River Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05735, 'lng': -112.14381}",37.4791,17.703740211311374,5006.2442928,5,out and back,3.0,5.0,670,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",i
30,10016964,South Kaibab Trail to Cedar Ridge,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05346, 'lng': -112.08361}",36.2709,3.100655065257924,1177.0574376,3,out and back,3.0,5.0,489,"['cave', 'dogs-no', 'forest', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",i
31,10237812,Three-Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05701, 'lng': -112.14414}",33.256,5.401141081417029,2086.1017968,5,out and back,3.0,4.5,454,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips']",i
32,10245012,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05344, 'lng': -112.08364}",31.6323,16.70352889993785,4596.2242848,5,point to point,3.0,5.0,519,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i
33,10265905,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05309, 'lng': -112.08387}",28.8685,1.800380360472343,692.0337696,3,out and back,3.0,5.0,455,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
34,10266148,Grand Canyon Rim Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05723, 'lng': -112.14378}",28.2035,5.401141081417029,351.0171288,1,out and back,3.0,4.5,342,"['ada', 'dogs-leash', 'kids', 'paved', 'strollers', 'views', 'wild-flowers']",['walking'],i
35,10094721,Rim-to-Rim: North Kaibab to Grand Canyon Village,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.21692, 'lng': -112.05678}",24.0229,21.604564325668115,5298.258542400001,5,point to point,3.0,5.0,217,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running']",i
36,10026816,Shoshone Point Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.03496, 'lng': -112.06924}",22.7206,2.1004437538844,150.00732,1,out and back,1.0,5.0,224,"['ada', 'dogs-no', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
37,10235665,Plateau Point Trail via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05681, 'lng': -112.14201}",22.5006,12.202577998756992,3156.1540128,5,out and back,3.0,5.0,262,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'hiking', 'nature-trips']",i
38,10266521,South Kaibab Trail to Skeleton Point,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05356, 'lng': -112.08336}",22.1688,5.401141081417029,1978.0965264000001,5,out and back,2.0,5.0,229,"['dogs-no', 'views', 'wild-flowers']","['hiking', 'trail-running', 'horseback-riding']",i
39,10016127,Grand Canyon West Rim Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05264, 'lng': -112.08368}",21.652,12.802704785581106,557.0271816,1,point to point,3.0,4.5,158,"['ada', 'dogs-no', 'kids', 'paved', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
40,10034910,Bridal Wreath Falls Trail,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.23512, 'lng': -110.68683}",20.8545,5.601183343691734,1072.0523136000002,3,out and back,2.0,4.5,259,"['dogs-no', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
41,10337353,1.5 Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05706, 'lng': -112.14428}",20.0835,2.9006128029832197,1148.0560224,3,out and back,3.0,4.5,238,"['dogs-no', 'views', 'wild-flowers', 'wildlife']",['hiking'],i
42,10013850,Bright Angel Point Trail,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.19703, 'lng': -112.05258}",19.8228,0.9001901802361715,144.0070272,1,out and back,3.0,4.5,142,"['dogs-no', 'kids', 'partially-paved', 'views']","['hiking', 'nature-trips', 'walking']",i
43,10031380,Wasson Peak Trail,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.24669, 'lng': -111.16708}",18.8699,7.901669359850839,1863.0909144,3,loop,3.0,4.5,229,"['cave', 'dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
44,10304374,Indian Garden via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05745, 'lng': -112.14434}",16.7412,8.201732753262895,2942.1435696,5,out and back,3.0,5.0,61,"['dogs-no', 'river', 'views']","['backpacking', 'camping', 'hiking']",i
45,10236025,Blue Mesa Trail,Petrified Forest National Park,Holbrook,AZ,United States,"{'lat': 34.93947, 'lng': -109.75639}",15.5733,0.9001901802361715,108.0052704,1,loop,3.0,4.5,163,"['dogs-leash', 'kids', 'partially-paved', 'views']","['hiking', 'walking']",i
46,10013966,King Canyon Trail to Wasson Peak,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.24717, 'lng': -111.16717}",15.5,7.10150031075202,1840.089792,3,out and back,2.0,4.5,135,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
47,10004120,Grandview Trail Loop,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 35.99805, 'lng': -111.98775}",14.8144,11.602451211932879,3900.19032,7,loop,2.0,5.0,62,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i
48,10006500,Hermit Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.06193, 'lng': -112.21112}",14.7746,15.403254195152268,5144.2510272,5,out and back,2.0,4.5,88,"['dogs-no', 'river', 'views', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
49,10259347,Grandview Point to Horseshoe Mesa Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 35.99809, 'lng': -111.98778}",14.7248,5.501162212554382,2385.116388,3,out and back,1.0,5.0,97,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
50,10041313,North Kaibab Trail to Roaring Springs,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.21687, 'lng': -112.05678}",14.6866,8.4017750155376,3517.1716296000004,5,out and back,2.0,4.5,80,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",i
51,10244240,Wasson Peak via Sweetwater Trail,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.28866, 'lng': -111.12114}",14.3846,9.301965195773771,2093.1021384,5,out and back,3.0,4.5,161,"['cave', 'dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'trail-running', 'walking']",i
52,10111405,Douglas Spring Trail,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.23518, 'lng': -110.68682}",14.3478,16.603507768800498,3740.1825120000003,3,out and back,2.0,4.5,95,"['dogs-no', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",i
53,10286650,South Kaibab Trail to Phantom Ranch,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05298, 'lng': -112.0839}",13.8468,13.40283157240522,4911.2396568,5,out and back,3.0,5.0,73,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'horseback-riding']",i
54,10031336,Widforss Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.22375, 'lng': -112.06506}",13.3343,9.101922933499068,1036.0505568,3,out and back,2.0,4.5,100,"['dogs-no', 'forest', 'views']","['backpacking', 'hiking', 'trail-running']",i
55,10031337,Transept Trail,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.19695, 'lng': -112.05287}",12.6285,2.9006128029832197,282.0137616,3,out and back,2.0,4.0,85,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
56,10304469,Yavapai Point via Rim Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.06045, 'lng': -112.10861}",12.5954,1.6003380981976383,82.00400160000001,1,out and back,3.0,4.5,52,"['dogs-no', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",i
57,10273263,Bright Angel Trail: South Rim to Phantom Ranch,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05742, 'lng': -112.14421}",12.4801,18.00380360472343,4983.243170400001,5,out and back,3.0,5.0,39,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",i
58,10000811,Cape Royal Trail,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.12234, 'lng': -111.94949}",12.4222,1.0002113113735238,65.003172,1,out and back,2.0,4.5,54,"['ada', 'dogs-no', 'forest', 'kids', 'partially-paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
59,10009957,Rim-to-Rim: North Kaibab to South Kaibab Trailhead,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.21689, 'lng': -112.05678}",12.4044,19.304078309509013,5469.2668872,7,point to point,3.0,5.0,38,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running', 'horseback-riding']",i
60,10006953,Tanque Verde Ridge Trail,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.16559, 'lng': -110.7238}",12.393,20.00422622747048,5597.273133600001,7,out and back,2.0,4.5,108,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
61,10297089,Rim to Rim Trail Segment: Indian Garden to Colorado River,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.07836, 'lng': -112.12709}",12.3532,6.001267868241144,1410.068808,7,out and back,2.0,5.0,61,"['dogs-no', 'views', 'waterfall']","['backpacking', 'camping', 'nature-trips']",i
62,10040243,North Kaibab Trail to Colorado River,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.21704, 'lng': -112.05675}",12.302,28.005916718458668,6866.335060800001,7,out and back,1.0,4.5,45,"['beach', 'cave', 'dogs-no', 'forest', 'historic-site', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
63,10026822,Cape Final,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.14579, 'lng': -111.9355}",12.0834,4.000845245494095,495.02415600000006,1,out and back,,4.5,76,"['dogs-no', 'forest', 'kids', 'views']","['camping', 'hiking']",i
64,10242023,Mica View Loop Trail,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.2207, 'lng': -110.72608}",11.8629,3.7007818520820384,121.00590480000001,1,loop,2.0,4.0,111,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
65,10255289,Phantom Ranch to Ribbon Falls via North Kaibab Trail,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.10656, 'lng': -112.09423}",11.8608,11.902514605344935,1945.094916,5,out and back,3.0,5.0,27,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",i
66,10004435,Hugh Norris Trail,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.27146, 'lng': -111.20301}",11.8001,8.901880671224363,2395.116876,3,out and back,,4.5,103,"['dogs-no', 'views']","['hiking', 'nature-trips', 'horseback-riding']",i
67,10258667,North Kaibab Trail to Supai Tunnel and Coconino Overlook,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.21724, 'lng': -112.05655}",11.7107,3.7007818520820384,1397.0681736000001,3,out and back,2.0,4.5,69,"['dogs-no', 'forest', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
68,10236026,Crystal Forest Trail,Petrified Forest National Park,Petrified Forest National Park,AZ,United States,"{'lat': 34.86326, 'lng': -109.79239}",11.5545,0.9001901802361715,36.0017568,1,loop,1.0,4.5,95,"['dogs-leash', 'kids', 'paved', 'views']","['hiking', 'nature-trips', 'walking']",i
69,10258648,Hermit's Rest Viewpoint  to Santa Maria Spring,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.06065, 'lng': -112.21219}",11.1051,3.4007184586699815,1735.084668,3,out and back,,4.5,39,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'trail-running']",i
70,10257085,South Kaibab to North Kaibab to Bright Angel Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05299, 'lng': -112.08351}",11.0836,40.908642635177124,11742.5730096,7,point to point,3.0,5.0,37,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i
71,10236022,Painted Desert Rim Trail,Petrified Forest National Park,Chambers,AZ,United States,"{'lat': 35.080330000000004, 'lng': -109.78349}",10.9378,1.1002324425108763,39.0019032,1,out and back,1.0,4.0,61,"['dogs-leash', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",i
72,10018269,Petrified Forest Scenic Drive,Petrified Forest National Park,Chambers,AZ,United States,"{'lat': 35.06032, 'lng': -109.78196}",10.9165,28.606043505282788,977.0476776,3,point to point,2.0,4.5,52,"['dogs-leash', 'kids', 'paved', 'views']","['nature-trips', 'scenic-driving']",i
73,10265749,Bright Angel Trail to Phantom Overlook to South Kaibab Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.0575, 'lng': -112.14411}",10.8324,17.303655686761964,5738.2800144,5,point to point,3.0,5.0,30,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",i
74,10315767,South Kaibab Trail to Tip Off,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05348, 'lng': -112.08359}",10.6545,9.001901802361715,3297.1608936000002,5,out and back,2.0,5.0,33,"['views', 'wild-flowers']","['backpacking', 'birding', 'hiking', 'nature-trips']",i
75,10023828,Grand Canyon South Rim Scenic Drive: Cameron to Grand Canyon Village,Grand Canyon National Park,Cameron,AZ,United States,"{'lat': 35.85497, 'lng': -111.42506}",10.3784,55.011622125543816,5255.256444,1,point to point,2.0,4.5,27,"['kids', 'paved', 'views']","['nature-trips', 'scenic-driving']",i
76,10112001,Safford Peak Trail,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.35403, 'lng': -111.14143}",10.3328,2.4005071472964574,915.044652,3,out and back,2.0,4.0,72,"['dogs-no', 'views', 'wildlife']",['hiking'],i
77,10042232,Thunder Creek to Deer Creek and Thunder Falls,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.4347, 'lng': -112.42932}",10.2641,29.006128029832194,7263.3544344,5,loop,1.0,5.0,10,"['dogs-no', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
78,10365390,Rim to Rim: North to South and Ribbon Falls,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.21704, 'lng': -112.05675}",10.1704,31.006550652579243,6548.3195424000005,7,point to point,3.0,4.5,48,"['views', 'waterfall']","['backpacking', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
79,10267208,Gould Mine,Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.24761, 'lng': -111.16714}",10.0467,2.300486016159105,380.018544,3,loop,2.0,4.5,65,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
80,10293249,"Douglas Spring, Bridal Wreath Falls, Three Tank, Garwood Loop",Saguaro National Park,Tucson,AZ,United States,"{'lat': 32.2351, 'lng': -110.68694}",9.9618,7.10150031075202,1253.0611464,3,loop,2.0,4.5,60,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
81,10258317,Grand Canyon Rim Village to Hermit's Rest,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.05711, 'lng': -112.14443}",9.9197,15.303233064014915,1394.0680272000002,1,out and back,3.0,4.5,28,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",i
82,10002324,Desert View Visitor Center Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.04123, 'lng': -111.82692}",9.7326,0.40008452454940957,36.0017568,1,loop,4.0,4.0,41,"['ada', 'dogs-leash', 'kids', 'partially-paved', 'strollers', 'views']","['hiking', 'walking']",i
83,10274527,Coconino Overlook,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.21714, 'lng': -112.05658}",9.609,1.300274704785581,465.022692,1,out and back,1.0,4.0,45,"['kids', 'views']","['hiking', 'nature-trips', 'walking']",i
84,10009628,Uncle Jim Trail,Grand Canyon National Park,North Rim,AZ,United States,"{'lat': 36.21729, 'lng': -112.05643}",9.5621,4.700993163455562,731.0356728,1,loop,2.0,4.0,43,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
85,10009444,Dripping Springs via Dripping Springs and Hermit Trail,Grand Canyon National Park,Grand Canyon,AZ,United States,"{'lat': 36.06043, 'lng': -112.2125}",9.227,6.301331261653201,2614.1275632,5,out and back,1.0,4.5,26,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
